,workerid_num,Unnamed: 0,MODEL_TYPE,PLAYER_INDEX,age,bonus_calc,bot_test,difficulty,early_exit,fun,gender,intuitiveness,other_feedback,partner_strategy,self_strategy,smoothness,video_games,layout_name,reward
75,18,41,pbt,1,39,0.1,I can't just name one genre of music I listen to because it's so varied. I grew up on punk and bluegrass and metal so I guess those are still some favorites of mine. ,5,False,5,Female,4,No. It's a fun hit,To get in my way,"Tried to pick up as many onions as possible, unable to do that. No real strategy",1,An intermediate level of play,random0,0
76,19,42,ppo_bc,0,40,0.9000000000000002,I am into artists with an original perspective and way of communicating it. I'm less fussed about the particulars of the tools and patterns they use in and of themselves than of what they have to say and how. ,3,False,4,Genderqueer,4,I dunno. Improve the AI of the CPU character. Add some cues so you have some idea what they may be thinking.,They were a poorly scripted bot. There was no particular thinking involved.,Try to just get around the blockade of the silly CPU player.,1,Since 1985 or so. Developed a few dozen.,asymmetric_advantages,120
77,19,42,ppo_bc,0,40,0.9000000000000002,I am into artists with an original perspective and way of communicating it. I'm less fussed about the particulars of the tools and patterns they use in and of themselves than of what they have to say and how. ,3,False,4,Genderqueer,4,I dunno. Improve the AI of the CPU character. Add some cues so you have some idea what they may be thinking.,They were a poorly scripted bot. There was no particular thinking involved.,Try to just get around the blockade of the silly CPU player.,1,Since 1985 or so. Developed a few dozen.,coordination_ring,60
78,19,42,ppo_bc,0,40,0.9000000000000002,I am into artists with an original perspective and way of communicating it. I'm less fussed about the particulars of the tools and patterns they use in and of themselves than of what they have to say and how. ,3,False,4,Genderqueer,4,I dunno. Improve the AI of the CPU character. Add some cues so you have some idea what they may be thinking.,They were a poorly scripted bot. There was no particular thinking involved.,Try to just get around the blockade of the silly CPU player.,1,Since 1985 or so. Developed a few dozen.,cramped_room,120
79,19,42,ppo_bc,0,40,0.9000000000000002,I am into artists with an original perspective and way of communicating it. I'm less fussed about the particulars of the tools and patterns they use in and of themselves than of what they have to say and how. ,3,False,4,Genderqueer,4,I dunno. Improve the AI of the CPU character. Add some cues so you have some idea what they may be thinking.,They were a poorly scripted bot. There was no particular thinking involved.,Try to just get around the blockade of the silly CPU player.,1,Since 1985 or so. Developed a few dozen.,random0,0
80,19,42,ppo_bc,0,40,0.9000000000000002,I am into artists with an original perspective and way of communicating it. I'm less fussed about the particulars of the tools and patterns they use in and of themselves than of what they have to say and how. ,3,False,4,Genderqueer,4,I dunno. Improve the AI of the CPU character. Add some cues so you have some idea what they may be thinking.,They were a poorly scripted bot. There was no particular thinking involved.,Try to just get around the blockade of the silly CPU player.,1,Since 1985 or so. Developed a few dozen.,random3,60
81,20,44,ppo_bc,1,37,1.6500000000000008,"I listen to a lot of music, but my favorite is metal because I enjoy the screaming and guitars.",3,False,5,Male,4,It would be great if there was some sound!,Mostly following a pattern so if I can figure out the pattern I can figure out how to best compliment it.,Try to figure out what the computer is going to do and react accordingly.,4,"I have been playing video games for many years, since a young child.  I went to college for Computer Science with a concentration in Video Games and Entertainment Computing.",asymmetric_advantages,180
82,20,44,ppo_bc,1,37,1.6500000000000008,"I listen to a lot of music, but my favorite is metal because I enjoy the screaming and guitars.",3,False,5,Male,4,It would be great if there was some sound!,Mostly following a pattern so if I can figure out the pattern I can figure out how to best compliment it.,Try to figure out what the computer is going to do and react accordingly.,4,"I have been playing video games for many years, since a young child.  I went to college for Computer Science with a concentration in Video Games and Entertainment Computing.",coordination_ring,140
83,20,44,ppo_bc,1,37,1.6500000000000008,"I listen to a lot of music, but my favorite is metal because I enjoy the screaming and guitars.",3,False,5,Male,4,It would be great if there was some sound!,Mostly following a pattern so if I can figure out the pattern I can figure out how to best compliment it.,Try to figure out what the computer is going to do and react accordingly.,4,"I have been playing video games for many years, since a young child.  I went to college for Computer Science with a concentration in Video Games and Entertainment Computing.",cramped_room,160
84,20,44,ppo_bc,1,37,1.6500000000000008,"I listen to a lot of music, but my favorite is metal because I enjoy the screaming and guitars.",3,False,5,Male,4,It would be great if there was some sound!,Mostly following a pattern so if I can figure out the pattern I can figure out how to best compliment it.,Try to figure out what the computer is going to do and react accordingly.,4,"I have been playing video games for many years, since a young child.  I went to college for Computer Science with a concentration in Video Games and Entertainment Computing.",random0,120
85,20,44,ppo_bc,1,37,1.6500000000000008,"I listen to a lot of music, but my favorite is metal because I enjoy the screaming and guitars.",3,False,5,Male,4,It would be great if there was some sound!,Mostly following a pattern so if I can figure out the pattern I can figure out how to best compliment it.,Try to figure out what the computer is going to do and react accordingly.,4,"I have been playing video games for many years, since a young child.  I went to college for Computer Science with a concentration in Video Games and Entertainment Computing.",random3,60
86,21,37,ppo_bc,1,38,1.3000000000000005,I listen to Pop music mostly because I like the beat and the lyrics.,5,False,2,Female,2,No,"I am not sure, it seem to want to work independently. ",I tried working with the other agent,2,I play rpg and racing games.,asymmetric_advantages,120
87,21,37,ppo_bc,1,38,1.3000000000000005,I listen to Pop music mostly because I like the beat and the lyrics.,5,False,2,Female,2,No,"I am not sure, it seem to want to work independently. ",I tried working with the other agent,2,I play rpg and racing games.,coordination_ring,100
88,21,37,ppo_bc,1,38,1.3000000000000005,I listen to Pop music mostly because I like the beat and the lyrics.,5,False,2,Female,2,No,"I am not sure, it seem to want to work independently. ",I tried working with the other agent,2,I play rpg and racing games.,cramped_room,160
89,21,37,ppo_bc,1,38,1.3000000000000005,I listen to Pop music mostly because I like the beat and the lyrics.,5,False,2,Female,2,No,"I am not sure, it seem to want to work independently. ",I tried working with the other agent,2,I play rpg and racing games.,random0,100
90,21,37,ppo_bc,1,38,1.3000000000000005,I listen to Pop music mostly because I like the beat and the lyrics.,5,False,2,Female,2,No,"I am not sure, it seem to want to work independently. ",I tried working with the other agent,2,I play rpg and racing games.,random3,40
92,23,33,ppo_bc,0,47,0.8500000000000002,I listen to classic rock because it's the music I grew up with and it reminds me of my friends and family.,4,False,5,female,4,maybe adding a touch pad control rather than the arrow keys would be easier?,They were trying to block me from getting the soup served.,I tried to score as many points as possible without letting the other person steal the soup.,1,"I play a little, but not very much. Maybe an hour a week of casual puzzle games.",asymmetric_advantages,80
93,23,33,ppo_bc,0,47,0.8500000000000002,I listen to classic rock because it's the music I grew up with and it reminds me of my friends and family.,4,False,5,female,4,maybe adding a touch pad control rather than the arrow keys would be easier?,They were trying to block me from getting the soup served.,I tried to score as many points as possible without letting the other person steal the soup.,1,"I play a little, but not very much. Maybe an hour a week of casual puzzle games.",cramped_room,160
94,23,33,ppo_bc,0,47,0.8500000000000002,I listen to classic rock because it's the music I grew up with and it reminds me of my friends and family.,4,False,5,female,4,maybe adding a touch pad control rather than the arrow keys would be easier?,They were trying to block me from getting the soup served.,I tried to score as many points as possible without letting the other person steal the soup.,1,"I play a little, but not very much. Maybe an hour a week of casual puzzle games.",random0,0
96,25,56,ppo_bc,0,59,0.65,"Typically I listen to Rock or pop, sometimes I listen to C&W or for background music nothing beats Yanni.",3,False,4,Male,4,"The last game seemed to be broken, the bot wouldn't do anything after throwing 1 onion to me.","I don't know, the last game it wouldn't do anything after it threw 1 onion to me.",I tried to interact as much as possible without getting in the way.,3,I've played them for many years.,asymmetric_advantages,60
97,25,56,ppo_bc,0,59,0.65,"Typically I listen to Rock or pop, sometimes I listen to C&W or for background music nothing beats Yanni.",3,False,4,Male,4,"The last game seemed to be broken, the bot wouldn't do anything after throwing 1 onion to me.","I don't know, the last game it wouldn't do anything after it threw 1 onion to me.",I tried to interact as much as possible without getting in the way.,3,I've played them for many years.,random0,0
98,25,56,ppo_bc,0,59,0.65,"Typically I listen to Rock or pop, sometimes I listen to C&W or for background music nothing beats Yanni.",3,False,4,Male,4,"The last game seemed to be broken, the bot wouldn't do anything after throwing 1 onion to me.","I don't know, the last game it wouldn't do anything after it threw 1 onion to me.",I tried to interact as much as possible without getting in the way.,3,I've played them for many years.,random3,60
100,27,0,ppo_bc,0,28,1.3500000000000003,My favorite genre of music is probably lounge jazz because it's soothing not distracting at all while I'm working.,4,False,4,male,4,The AI did not deliver plates on round 5. It stood in place after delivering the onions and I received a score of 0.,The AI was only useful when delivering soup. Otherwise it would get it in the way and move erratically.,I tried to always prioritize cooking the soup before delivering dishes.,1,I have many years of experience. A great deal more than your average person.,asymmetric_advantages,100
101,27,0,ppo_bc,0,28,1.3500000000000003,My favorite genre of music is probably lounge jazz because it's soothing not distracting at all while I'm working.,4,False,4,male,4,The AI did not deliver plates on round 5. It stood in place after delivering the onions and I received a score of 0.,The AI was only useful when delivering soup. Otherwise it would get it in the way and move erratically.,I tried to always prioritize cooking the soup before delivering dishes.,1,I have many years of experience. A great deal more than your average person.,coordination_ring,180
102,27,0,ppo_bc,0,28,1.3500000000000003,My favorite genre of music is probably lounge jazz because it's soothing not distracting at all while I'm working.,4,False,4,male,4,The AI did not deliver plates on round 5. It stood in place after delivering the onions and I received a score of 0.,The AI was only useful when delivering soup. Otherwise it would get it in the way and move erratically.,I tried to always prioritize cooking the soup before delivering dishes.,1,I have many years of experience. A great deal more than your average person.,cramped_room,180
103,27,0,ppo_bc,0,28,1.3500000000000003,My favorite genre of music is probably lounge jazz because it's soothing not distracting at all while I'm working.,4,False,4,male,4,The AI did not deliver plates on round 5. It stood in place after delivering the onions and I received a score of 0.,The AI was only useful when delivering soup. Otherwise it would get it in the way and move erratically.,I tried to always prioritize cooking the soup before delivering dishes.,1,I have many years of experience. A great deal more than your average person.,random0,0
104,27,0,ppo_bc,0,28,1.3500000000000003,My favorite genre of music is probably lounge jazz because it's soothing not distracting at all while I'm working.,4,False,4,male,4,The AI did not deliver plates on round 5. It stood in place after delivering the onions and I received a score of 0.,The AI was only useful when delivering soup. Otherwise it would get it in the way and move erratically.,I tried to always prioritize cooking the soup before delivering dishes.,1,I have many years of experience. A great deal more than your average person.,random3,80
105,28,10,ppo_bc,1,27,0.7000000000000001,I listen to pop music because it's fun and energetic.,6,False,2,female,2,It was hard! The movement didn't work right a lot of the time and it was hard to keep track of which character I was.,My partner also tried to work on their own.,I tried to not get in my partner's way and get stuff done.,2,I don't really play video games.,cramped_room,140
106,28,10,ppo_bc,1,27,0.7000000000000001,I listen to pop music because it's fun and energetic.,6,False,2,female,2,It was hard! The movement didn't work right a lot of the time and it was hard to keep track of which character I was.,My partner also tried to work on their own.,I tried to not get in my partner's way and get stuff done.,2,I don't really play video games.,random0,80
107,29,6,ppo_bc,0,41,0.7500000000000001,I like to focus.,4,False,2,Male,5,"Make the AI not suck; the last game, it did nothing at all! Make the score matter.  And, I mean, fix these -- at least it seems like I got to the end this time. (I emailed you about the last broken one, last week...)",Non-existent.,My strategy was trying to deal with the computer's stupidity.,2,Moderate.  I haven't had time in the last few decades.,cramped_room,140
108,29,6,ppo_bc,0,41,0.7500000000000001,I like to focus.,4,False,2,Male,5,"Make the AI not suck; the last game, it did nothing at all! Make the score matter.  And, I mean, fix these -- at least it seems like I got to the end this time. (I emailed you about the last broken one, last week...)",Non-existent.,My strategy was trying to deal with the computer's stupidity.,2,Moderate.  I haven't had time in the last few decades.,random0,0
109,29,6,ppo_bc,0,41,0.7500000000000001,I like to focus.,4,False,2,Male,5,"Make the AI not suck; the last game, it did nothing at all! Make the score matter.  And, I mean, fix these -- at least it seems like I got to the end this time. (I emailed you about the last broken one, last week...)",Non-existent.,My strategy was trying to deal with the computer's stupidity.,2,Moderate.  I haven't had time in the last few decades.,random3,40
110,30,12,ppo_bc,1,29,1.9000000000000008,"I mainly listen to pop, for no real reason other than that I like the way it makes me feel.",2,False,5,Male,5,Nothing comes to mind,"The first couple of rounds my partner did what needed to be done as fast as possible, but the last 3 rounds he was acting in a way a human wouldn't. The last few rounds it wasn't working as well as it could have.",I tried to do whatever would help us make the most.,3,A little bit of experience,asymmetric_advantages,200
111,30,12,ppo_bc,1,29,1.9000000000000008,"I mainly listen to pop, for no real reason other than that I like the way it makes me feel.",2,False,5,Male,5,Nothing comes to mind,"The first couple of rounds my partner did what needed to be done as fast as possible, but the last 3 rounds he was acting in a way a human wouldn't. The last few rounds it wasn't working as well as it could have.",I tried to do whatever would help us make the most.,3,A little bit of experience,coordination_ring,180
112,30,12,ppo_bc,1,29,1.9000000000000008,"I mainly listen to pop, for no real reason other than that I like the way it makes me feel.",2,False,5,Male,5,Nothing comes to mind,"The first couple of rounds my partner did what needed to be done as fast as possible, but the last 3 rounds he was acting in a way a human wouldn't. The last few rounds it wasn't working as well as it could have.",I tried to do whatever would help us make the most.,3,A little bit of experience,cramped_room,200
113,30,12,ppo_bc,1,29,1.9000000000000008,"I mainly listen to pop, for no real reason other than that I like the way it makes me feel.",2,False,5,Male,5,Nothing comes to mind,"The first couple of rounds my partner did what needed to be done as fast as possible, but the last 3 rounds he was acting in a way a human wouldn't. The last few rounds it wasn't working as well as it could have.",I tried to do whatever would help us make the most.,3,A little bit of experience,random0,80
114,30,12,ppo_bc,1,29,1.9000000000000008,"I mainly listen to pop, for no real reason other than that I like the way it makes me feel.",2,False,5,Male,5,Nothing comes to mind,"The first couple of rounds my partner did what needed to be done as fast as possible, but the last 3 rounds he was acting in a way a human wouldn't. The last few rounds it wasn't working as well as it could have.",I tried to do whatever would help us make the most.,3,A little bit of experience,random3,100
115,31,13,ppo_bc,0,35,1.3500000000000003,reggae music mostly because it helps me relax and is all about being one with the world.,6,False,5,male,5,drop partners who dont move between rounds,block my path and not do their fair share.,try  and do as much on my own as my partner just kept getting in the way,1,ive played them for 30 years,asymmetric_advantages,120
116,31,13,ppo_bc,0,35,1.3500000000000003,reggae music mostly because it helps me relax and is all about being one with the world.,6,False,5,male,5,drop partners who dont move between rounds,block my path and not do their fair share.,try  and do as much on my own as my partner just kept getting in the way,1,ive played them for 30 years,coordination_ring,140
117,31,13,ppo_bc,0,35,1.3500000000000003,reggae music mostly because it helps me relax and is all about being one with the world.,6,False,5,male,5,drop partners who dont move between rounds,block my path and not do their fair share.,try  and do as much on my own as my partner just kept getting in the way,1,ive played them for 30 years,cramped_room,200
118,31,13,ppo_bc,0,35,1.3500000000000003,reggae music mostly because it helps me relax and is all about being one with the world.,6,False,5,male,5,drop partners who dont move between rounds,block my path and not do their fair share.,try  and do as much on my own as my partner just kept getting in the way,1,ive played them for 30 years,random0,0
119,31,13,ppo_bc,0,35,1.3500000000000003,reggae music mostly because it helps me relax and is all about being one with the world.,6,False,5,male,5,drop partners who dont move between rounds,block my path and not do their fair share.,try  and do as much on my own as my partner just kept getting in the way,1,ive played them for 30 years,random3,80
120,32,16,ppo_bc,1,39,0.9500000000000004,I listen to hard rock because it reminds me of good times in my past and the beat makes me feel upbeat.,4,False,5,Male,5,You should be able to shove the partner out of the way because in one of the rounds they blocked the entire cooking area and it was impossible to score any points. It was interesting and fun. ,"My partner seemed to go really fast and seemed to take initiative with the onions and putting them in the oven. Sometimes they seemed confused and they seemed to get in the way. When they took the initiative, I was able to adapt and we scored higher. ","I would allow the computer player put the onions in the oven because they were quicker and then get a plate ready to be served. When they didn't take the initiative to put the onions in the oven, then I had to take the initiative and we didn't do so well. I saw what my partner was best at and tried to do a simple repetitive task to get the number of soups served to a maximum.",4,"I played many video games when I was a child growing up (Nintendo, Sega Genesis, etc.). I haven't really played video games over the past 25 years, but have a Nintendo mini and play from time to time. I play some word games on the Internet from time to time, and general knowledge games. ",asymmetric_advantages,180
121,32,16,ppo_bc,1,39,0.9500000000000004,I listen to hard rock because it reminds me of good times in my past and the beat makes me feel upbeat.,4,False,5,Male,5,You should be able to shove the partner out of the way because in one of the rounds they blocked the entire cooking area and it was impossible to score any points. It was interesting and fun. ,"My partner seemed to go really fast and seemed to take initiative with the onions and putting them in the oven. Sometimes they seemed confused and they seemed to get in the way. When they took the initiative, I was able to adapt and we scored higher. ","I would allow the computer player put the onions in the oven because they were quicker and then get a plate ready to be served. When they didn't take the initiative to put the onions in the oven, then I had to take the initiative and we didn't do so well. I saw what my partner was best at and tried to do a simple repetitive task to get the number of soups served to a maximum.",4,"I played many video games when I was a child growing up (Nintendo, Sega Genesis, etc.). I haven't really played video games over the past 25 years, but have a Nintendo mini and play from time to time. I play some word games on the Internet from time to time, and general knowledge games. ",coordination_ring,0
122,32,16,ppo_bc,1,39,0.9500000000000004,I listen to hard rock because it reminds me of good times in my past and the beat makes me feel upbeat.,4,False,5,Male,5,You should be able to shove the partner out of the way because in one of the rounds they blocked the entire cooking area and it was impossible to score any points. It was interesting and fun. ,"My partner seemed to go really fast and seemed to take initiative with the onions and putting them in the oven. Sometimes they seemed confused and they seemed to get in the way. When they took the initiative, I was able to adapt and we scored higher. ","I would allow the computer player put the onions in the oven because they were quicker and then get a plate ready to be served. When they didn't take the initiative to put the onions in the oven, then I had to take the initiative and we didn't do so well. I saw what my partner was best at and tried to do a simple repetitive task to get the number of soups served to a maximum.",4,"I played many video games when I was a child growing up (Nintendo, Sega Genesis, etc.). I haven't really played video games over the past 25 years, but have a Nintendo mini and play from time to time. I play some word games on the Internet from time to time, and general knowledge games. ",random0,60
123,32,16,ppo_bc,1,39,0.9500000000000004,I listen to hard rock because it reminds me of good times in my past and the beat makes me feel upbeat.,4,False,5,Male,5,You should be able to shove the partner out of the way because in one of the rounds they blocked the entire cooking area and it was impossible to score any points. It was interesting and fun. ,"My partner seemed to go really fast and seemed to take initiative with the onions and putting them in the oven. Sometimes they seemed confused and they seemed to get in the way. When they took the initiative, I was able to adapt and we scored higher. ","I would allow the computer player put the onions in the oven because they were quicker and then get a plate ready to be served. When they didn't take the initiative to put the onions in the oven, then I had to take the initiative and we didn't do so well. I saw what my partner was best at and tried to do a simple repetitive task to get the number of soups served to a maximum.",4,"I played many video games when I was a child growing up (Nintendo, Sega Genesis, etc.). I haven't really played video games over the past 25 years, but have a Nintendo mini and play from time to time. I play some word games on the Internet from time to time, and general knowledge games. ",random3,40
124,33,4,ppo_bc,0,25,1.2000000000000004,I listen to listen of all genres because I can appreciate it all.,4,False,4,male,4,i got frustrated with my computer partner. on the last level he passed me one onion and then just stood their idle.,it seemed kind of random,Be as efficient as possible. load up both things full of onions and then grab a bowl while they cook,2,i have played a lot of different video games growing up,asymmetric_advantages,140
125,33,4,ppo_bc,0,25,1.2000000000000004,I listen to listen of all genres because I can appreciate it all.,4,False,4,male,4,i got frustrated with my computer partner. on the last level he passed me one onion and then just stood their idle.,it seemed kind of random,Be as efficient as possible. load up both things full of onions and then grab a bowl while they cook,2,i have played a lot of different video games growing up,coordination_ring,160
126,33,4,ppo_bc,0,25,1.2000000000000004,I listen to listen of all genres because I can appreciate it all.,4,False,4,male,4,i got frustrated with my computer partner. on the last level he passed me one onion and then just stood their idle.,it seemed kind of random,Be as efficient as possible. load up both things full of onions and then grab a bowl while they cook,2,i have played a lot of different video games growing up,cramped_room,120
127,33,4,ppo_bc,0,25,1.2000000000000004,I listen to listen of all genres because I can appreciate it all.,4,False,4,male,4,i got frustrated with my computer partner. on the last level he passed me one onion and then just stood their idle.,it seemed kind of random,Be as efficient as possible. load up both things full of onions and then grab a bowl while they cook,2,i have played a lot of different video games growing up,random0,0
128,33,4,ppo_bc,0,25,1.2000000000000004,I listen to listen of all genres because I can appreciate it all.,4,False,4,male,4,i got frustrated with my computer partner. on the last level he passed me one onion and then just stood their idle.,it seemed kind of random,Be as efficient as possible. load up both things full of onions and then grab a bowl while they cook,2,i have played a lot of different video games growing up,random3,60
129,34,20,ppo_bc,0,56,0.5499999999999999,"I listen to a wide range of music from country, rock, blues, to classical.  I find I get bored if I stick to one type.",5,False,4,male,4,Perhaps chat interface to discuss strategy beforehand,I think they also tried to complete one order by filling one pot and cooperate.,I tried to work with the other to complete one order and cooperate.,3,I don't play at all.,asymmetric_advantages,40
130,34,20,ppo_bc,0,56,0.5499999999999999,"I listen to a wide range of music from country, rock, blues, to classical.  I find I get bored if I stick to one type.",5,False,4,male,4,Perhaps chat interface to discuss strategy beforehand,I think they also tried to complete one order by filling one pot and cooperate.,I tried to work with the other to complete one order and cooperate.,3,I don't play at all.,coordination_ring,100
131,34,20,ppo_bc,0,56,0.5499999999999999,"I listen to a wide range of music from country, rock, blues, to classical.  I find I get bored if I stick to one type.",5,False,4,male,4,Perhaps chat interface to discuss strategy beforehand,I think they also tried to complete one order by filling one pot and cooperate.,I tried to work with the other to complete one order and cooperate.,3,I don't play at all.,cramped_room,20
132,34,20,ppo_bc,0,56,0.5499999999999999,"I listen to a wide range of music from country, rock, blues, to classical.  I find I get bored if I stick to one type.",5,False,4,male,4,Perhaps chat interface to discuss strategy beforehand,I think they also tried to complete one order by filling one pot and cooperate.,I tried to work with the other to complete one order and cooperate.,3,I don't play at all.,random0,0
133,34,20,ppo_bc,0,56,0.5499999999999999,"I listen to a wide range of music from country, rock, blues, to classical.  I find I get bored if I stick to one type.",5,False,4,male,4,Perhaps chat interface to discuss strategy beforehand,I think they also tried to complete one order by filling one pot and cooperate.,I tried to work with the other to complete one order and cooperate.,3,I don't play at all.,random3,60
134,35,2,ppo_bc,0,27,1.1000000000000003,"I prefer to listen to rock music, specifically metal; I enjoy interactions of the instruments in a songs and the variations present in the genre.",4,False,5,Female,5,Nothing I can think of.,"I'm not sure? sometimes we worked in harmony, but it became less so in later rounds.",I tried to predict or otherwise guess what my partner was going to do and compliment their actions.,3,"Moderate experience. I have place some form of video game, including rpg, first person shooters, and strategy since I was young.",asymmetric_advantages,100
135,35,2,ppo_bc,0,27,1.1000000000000003,"I prefer to listen to rock music, specifically metal; I enjoy interactions of the instruments in a songs and the variations present in the genre.",4,False,5,Female,5,Nothing I can think of.,"I'm not sure? sometimes we worked in harmony, but it became less so in later rounds.",I tried to predict or otherwise guess what my partner was going to do and compliment their actions.,3,"Moderate experience. I have place some form of video game, including rpg, first person shooters, and strategy since I was young.",coordination_ring,120
136,35,2,ppo_bc,0,27,1.1000000000000003,"I prefer to listen to rock music, specifically metal; I enjoy interactions of the instruments in a songs and the variations present in the genre.",4,False,5,Female,5,Nothing I can think of.,"I'm not sure? sometimes we worked in harmony, but it became less so in later rounds.",I tried to predict or otherwise guess what my partner was going to do and compliment their actions.,3,"Moderate experience. I have place some form of video game, including rpg, first person shooters, and strategy since I was young.",cramped_room,160
137,35,2,ppo_bc,0,27,1.1000000000000003,"I prefer to listen to rock music, specifically metal; I enjoy interactions of the instruments in a songs and the variations present in the genre.",4,False,5,Female,5,Nothing I can think of.,"I'm not sure? sometimes we worked in harmony, but it became less so in later rounds.",I tried to predict or otherwise guess what my partner was going to do and compliment their actions.,3,"Moderate experience. I have place some form of video game, including rpg, first person shooters, and strategy since I was young.",random0,20
138,36,18,ppo_bc,1,23,1.6500000000000008,"I like to listen to any type of music, but I really like rock. This is because I have listened to it since I was younger.",3,False,6,Male,5,,"My partner's movements were pretty random at times, but it felt like he was usually doing his own thing.",I tried to follow my partner's way of thinking as much as possible.,4,"I enjoy playing video games, as I have been playing them since I was a little kid.",asymmetric_advantages,220
139,36,18,ppo_bc,1,23,1.6500000000000008,"I like to listen to any type of music, but I really like rock. This is because I have listened to it since I was younger.",3,False,6,Male,5,,"My partner's movements were pretty random at times, but it felt like he was usually doing his own thing.",I tried to follow my partner's way of thinking as much as possible.,4,"I enjoy playing video games, as I have been playing them since I was a little kid.",coordination_ring,160
140,36,18,ppo_bc,1,23,1.6500000000000008,"I like to listen to any type of music, but I really like rock. This is because I have listened to it since I was younger.",3,False,6,Male,5,,"My partner's movements were pretty random at times, but it felt like he was usually doing his own thing.",I tried to follow my partner's way of thinking as much as possible.,4,"I enjoy playing video games, as I have been playing them since I was a little kid.",cramped_room,180
141,36,18,ppo_bc,1,23,1.6500000000000008,"I like to listen to any type of music, but I really like rock. This is because I have listened to it since I was younger.",3,False,6,Male,5,,"My partner's movements were pretty random at times, but it felt like he was usually doing his own thing.",I tried to follow my partner's way of thinking as much as possible.,4,"I enjoy playing video games, as I have been playing them since I was a little kid.",random0,20
142,36,18,ppo_bc,1,23,1.6500000000000008,"I like to listen to any type of music, but I really like rock. This is because I have listened to it since I was younger.",3,False,6,Male,5,,"My partner's movements were pretty random at times, but it felt like he was usually doing his own thing.",I tried to follow my partner's way of thinking as much as possible.,4,"I enjoy playing video games, as I have been playing them since I was a little kid.",random3,80
143,37,8,ppo_bc,0,27,0.5499999999999999,"I listen to all types, because I like many types of music.",4,False,5,female ,5,"seemed a bit too fast, but doable",superfast,tried to go as fast as possible,4,many years,cramped_room,140
144,37,8,ppo_bc,0,27,0.5499999999999999,"I listen to all types, because I like many types of music.",4,False,5,female ,5,"seemed a bit too fast, but doable",superfast,tried to go as fast as possible,4,many years,random0,0
145,37,8,ppo_bc,0,27,0.5499999999999999,"I listen to all types, because I like many types of music.",4,False,5,female ,5,"seemed a bit too fast, but doable",superfast,tried to go as fast as possible,4,many years,random3,60
146,38,52,ppo_sp,0,20,1.4000000000000006,Hip hop because I enjoy the lyrics.,4,False,5,Male,4,"During the last round, I think my partner may have been having issues because my partner wasn't passing me the onions, he was putting them in a spot where I couldn't get them for quite some time",I would say my partner also tried their best to stay out of each others way and use team work to go faster.,Trying to use the least time possible by using team work and also staying out of each others way when necessary ,3,10+ years of experience playing video games almost every day on Xbox or PC,asymmetric_advantages,140
147,38,52,ppo_sp,0,20,1.4000000000000006,Hip hop because I enjoy the lyrics.,4,False,5,Male,4,"During the last round, I think my partner may have been having issues because my partner wasn't passing me the onions, he was putting them in a spot where I couldn't get them for quite some time",I would say my partner also tried their best to stay out of each others way and use team work to go faster.,Trying to use the least time possible by using team work and also staying out of each others way when necessary ,3,10+ years of experience playing video games almost every day on Xbox or PC,coordination_ring,160
148,38,52,ppo_sp,0,20,1.4000000000000006,Hip hop because I enjoy the lyrics.,4,False,5,Male,4,"During the last round, I think my partner may have been having issues because my partner wasn't passing me the onions, he was putting them in a spot where I couldn't get them for quite some time",I would say my partner also tried their best to stay out of each others way and use team work to go faster.,Trying to use the least time possible by using team work and also staying out of each others way when necessary ,3,10+ years of experience playing video games almost every day on Xbox or PC,cramped_room,100
149,38,52,ppo_sp,0,20,1.4000000000000006,Hip hop because I enjoy the lyrics.,4,False,5,Male,4,"During the last round, I think my partner may have been having issues because my partner wasn't passing me the onions, he was putting them in a spot where I couldn't get them for quite some time",I would say my partner also tried their best to stay out of each others way and use team work to go faster.,Trying to use the least time possible by using team work and also staying out of each others way when necessary ,3,10+ years of experience playing video games almost every day on Xbox or PC,random0,60
150,38,52,ppo_sp,0,20,1.4000000000000006,Hip hop because I enjoy the lyrics.,4,False,5,Male,4,"During the last round, I think my partner may have been having issues because my partner wasn't passing me the onions, he was putting them in a spot where I couldn't get them for quite some time",I would say my partner also tried their best to stay out of each others way and use team work to go faster.,Trying to use the least time possible by using team work and also staying out of each others way when necessary ,3,10+ years of experience playing video games almost every day on Xbox or PC,random3,100
151,39,53,ppo_sp,0,26,1.3500000000000003,"I listen to a variety of music, but I particularly like pop punk.",2,False,5,Female,6,This was a fun game!,"I couldn't really figure out a strategy. Sometimes it helped, sometimes it didn't.",I just tried my best and hoped my partner would be helpful when I needed them.,3,I've been gaming since I was very young and continue to game consistently as an adult.,asymmetric_advantages,180
152,39,53,ppo_sp,0,26,1.3500000000000003,"I listen to a variety of music, but I particularly like pop punk.",2,False,5,Female,6,This was a fun game!,"I couldn't really figure out a strategy. Sometimes it helped, sometimes it didn't.",I just tried my best and hoped my partner would be helpful when I needed them.,3,I've been gaming since I was very young and continue to game consistently as an adult.,coordination_ring,120
153,39,53,ppo_sp,0,26,1.3500000000000003,"I listen to a variety of music, but I particularly like pop punk.",2,False,5,Female,6,This was a fun game!,"I couldn't really figure out a strategy. Sometimes it helped, sometimes it didn't.",I just tried my best and hoped my partner would be helpful when I needed them.,3,I've been gaming since I was very young and continue to game consistently as an adult.,cramped_room,120
